,Inflected_Word,Lemma,Prediction
34984,সমর্থকবৃন্দ,সমর্থক,সমর্থক
34985,অধিবেশনের,অধিবেশন,অধিবেশন
34986,চুরুটের,চুরুট,চুরুট
34987,উপপরিচালক,উপপরিচালক,উপপরিচালক
34988,ধরবো,ধরা,ধরা
34989,যন্ত্রসঙ্গীতের,যন্ত্রসঙ্গীত,যন্ত্রসঙ্গীত
34990,আজিজ,আজিজ,আজিজ
34991,ইজিপশিয়ানরা,ইজিপশিয়ান,ইজিপশিয়ান
34992,এদুজনই,এদুইজন,এদুজন
34993,হাওর,হাওর,হাওর
34994,থেমে,থামা,থামা
34995,নাইজেরিয়রা,নাইজেরিয়রা,নাইজেরিয়
34996,শততা,শততা,শত
34997,নৌবন্দরে,নৌবন্দর,নৌবন্দর
34998,এজ,এজ,এজ
34999,বিড়িং,বিড়িং,বিড়িং
35000,নিদর্শনাবলির,নিদর্শনাবলি,নিদর্শনাবলি
35001,তত্তের,তত্ত,তত্ত
35002,রংধনুতে,রংধনু,রংধনু
35003,রফিকুল,রফিকুল,রফিকুল
35004,ক্যালিফোর্নিয়াতে,ক্যালিফোর্নিয়া,ক্যালিফোর্নিয়া
35005,ডেনিসকে,ডেনিস,ডেনিস
35006,অনথিভুক্ত,অনথিভুক্ত,অনথিভুক্ত
35007,উচ্চভাষী,উচ্চভাষী,উচ্চভাষী
35008,হাইপারথাইরয়েডিজমের,হাইপারথাইরয়েডিজ,হাইপারথাইরয়েডিজম
35009,সম্রাজ্যবাদী,সম্রাজ্যবাদ,সম্রাজ্যবাদী
35010,শনিবারে,শনিবার,শনিবার
35011,ধনধান্য,ধনধান্য,ধনধান্য
35012,জন্মদিন,জন্মদিন,জন্মদিন
35013,রকেফেলার,রকেফেলা,রকেফেলা
35014,নামবিয়ার,নামবিয়া,নামবিয়া
35015,আরামগড়ের,আরামগড়,আরামগড়
35016,ঊনষাট,ঊনষাট,ঊনষাট
35017,ট্যাবি,ট্যাব,ট্যাবি
35018,জীবনভিমে,জীবনভিম,জীবনভিম
35019,পুরাণ,পুরাণ,পুরাণ
35020,অপ্রজিত,অপ্রজিত,অপ্রজিত
35021,রেগুলার,রেগুলার,রেগুলার
35022,ক্রাইস্টচার্চে,ক্রাইস্টচার্চে,ক্রাইস্টচার্চ
35023,নাহার,নাহার,নাহার
35024,সফটওয়্যারকে,সফটওয়্যার,সফটওয়্যার
35025,আইসিএসএসআর,আইসিএসএ,আইসিএসএসআর
35026,এয়ারলাইনগুলোর,এয়ারলাইনো,এয়ারলাইন
35027,যুগটাই,যুগ,যুগ
35028,বিশ্লেষন,বিশ্লেষন,বিশ্লেষন
35029,গ্রেপ্তারকরণ,গ্রেপ্তার,গ্রেপ্তার
35030,সম্প্রদায়কে,সম্প্রদায়,সম্প্রদায়
35031,নিরুপিত,নিরুপিত,নিরুপিত
35032,তৎসংশ্লিষ্ট,সংশ্লিষ্ট,তৎসংশ্লিষ্ট
35033,ঘুমাওনি,ঘুম,ঘুম
35034,জেমানতার,জেমানতা,জেমানতা
35035,ওনার,ওনার,উনি
35036,বাণিজ্যিকধারার,বাণিজ্যিকধারা,বাণিজ্যধারা
35037,অবলেখকের,অবলেখ,অবলেখক
35038,শেরপাই,শেরপা,শেরপাই
35039,অভ্যর্থনাকারীরা,অভ্যর্থনাকারী,অভ্যর্থনাকারী
35040,স্ক্রিনশটঃ,স্ক্রিনশটঃ,স্ক্রিনশট
35041,উদ্বোধনী,উদ্বোধন,উদ্বোধনী
35042,ফিন,ফিন,ফিন
35043,রাশি,রাশি,রাশি
35044,লোরেটো,লোরেটো,লোরেটো
35045,আফতাবিয়া,আফতাবি,আফতাবিয়া
35046,দ্ব,দ্ব,দ্ব
35047,ফুটো,ফুটো,ফুটো
35048,চিকিৎসার,চিকিৎসা,চিকিৎসা
35049,মিশছে,মেশা,মেশা
35050,রিসেন্ট,রিসেন্ট,রিসেন্ট
35051,সৎমার,সৎমা,সৎমা
35052,অপুনরুদ্ধারণীয়ভাবে,অপুনরুদ্ধার,অপুনরুদ্ধারণ
35053,দেয়ালচিত্রে,দেয়ালচিত্র,দেয়ালচিত্র
35054,আপনাদের,আপনি,আপনারা
35055,ক্রিকেটারের,ক্রিকেটার,ক্রিকেটার
35056,একটিনি,একটিন,একটিনি
35057,যাচ্ছই,যাওয়া,যাওয়া
35058,সাবেক,সাবেক,সাবেক
35059,শেশ্বসরের,শেশ্বসর,শেশ্বসর
35060,ঘৌউটা,ঘৌউ,ঘৌউটা
35061,পড়ারও,পড়া,পড়া
35062,জাঙ্গিপুর,জাঙ্গিপুর,জাঙ্গিপুর
35063,প্রচ্ছদচিত্র,প্রচ্ছদ,প্রচ্ছদচিত্র
35064,দুর্গাপূজায়,দুর্গাপূজা,দুর্গাপূজা
35065,ঘরবাড়ি,ঘর,ঘর
35066,পাঁচালির,পাঁচালি,পাঁচালি
35067,ইয়েটস,ইয়েটস,ইয়েটস
35068,গর্ভযন্ত্রণার,গর্ভযন্ত্রণা,গর্ভযন্ত্রণা
35069,তাম্বুলখানা,তাম্বুল,তাম্বুলখানা
35070,ক্যামেরাম্যান,ক্যামেরাম্যান,ক্যামেরাম্যান
35071,রাখতেও,রাখা,রাখা
35072,জীববৈচিত্র্যের,জীববৈচিত্র্য,জীববৈচিত্র্য
35073,নির্দেশিতরূপ,নির্দেশিতরূপ,নির্দেশিতরূপ
35074,সিন্ধি,সিন্ধি,সিন্ধি
35075,রুষ্ট,রুষ্ট,রুষ্ট
35076,গেলো,যাওয়া,গেলো
35077,এন্টারটেইনমেন্টে,এন্টারটেইনমেন্ট,এন্টারটেইনমেন্ট
35078,ডায়ালগে,ডায়ালগ,ডায়ালগ
35079,পর্তুগিজদের,পর্তুগিজ,পর্তুগিজ
35080,মুত্যুদণ্ড,মুত্যুদণ্ড,মুত্যুদণ্ড
35081,এয়ারসাইডে,এয়ারসাইড,এয়ারসাইড
35082,ট্রান্সঅক্সানিয়া,ট্রান্সঅক্সানি,ট্রান্সঅক্সানিয়া
35083,স্ত্রুু,স্ত্রু,স্ত্রুুু
35084,ট্রিভিসোল্লি,ট্রিভিসোল্লি,ট্রিভিসোল্লি
35085,যায়ীর,যায়ী,যায়ী
35086,বাঁকিদের,বাঁকিরা,বাঁকি
35087,প্রতিশ্রুতিবহ,প্রতিশ্রুতিবহ,প্রতিশ্রুতিবহ
35088,ফণীমনসায়,ফণীমনসা,ফণীমনসা
35089,কোনদিনই,কোনদিন,কোন
35090,ফাসিয়ে,ফাসানো,ফাসা
35091,এগুলাকি,এগুলা,এগুলা
35092,হালাকিম,হালাকিম,হালাকিম
35093,বেঞ্চে,বেঞ্চ,বেঞ্চ
35094,সাগুফতা,সাগুফতা,সাগুফতা
35095,কোলে,কোল,কোল
35096,শৈবাদি,শৈবাদি,শৈবাদ
35097,এপথে,এপথ,এপথ
35098,উপগ্রহের,উপগ্রহ,উপগ্রহ
35099,মুক্তিযুদ্ধে,মুক্তিযুদ্ধ,মুক্তিযুদ্ধ
35100,আশাকরিএটাকেঅনধিকারচর্চামনেকরবেনা,আশাকরিএটাকেঅনধিকা,আশাকরিএটাকেঅনধিকারচর্চা
35101,ক্যাল্টনার,ক্যাল্টনা,ক্যাল্টনা
35102,জবিন,জবিন,জবিন
35103,হৃত্পিণ্ডাকার,হৃত্পিণ্ড,হৃত্পিণ্ডাকার
35104,সংযোগের,সংযোগ,সংযোগ
35105,সিগন্যালকে,সিগন্যালক,সিগন্যাল
35106,রেহিস্তে,রেহিস্ত,রেহিস্ত
35107,ক্ষেতখামার,ক্ষেতখামার,ক্ষেতখামা
35108,টিবিলিসির,টিবিলিসি,টিবিলিসি
35109,এবংসংশোধনের,এবংসংশোধন,এবংসংশোধন
35110,ভোলামনের,ভোলামন,ভোলামন
35111,সিম্যানশিপ,সিম্যান,সিম্যানশিপ
35112,প্রয়াগ,প্রয়াগ,প্রয়াগ
35113,ট্রান্সমান,ট্রান্সমান,ট্রান্সমান
35114,মেঘবতী,মেঘবতী,মেঘবতী
35115,গেডার,গেডার,গেডার
35116,চিররুদ্ধ,চিররুদ্ধ,চিররুদ্ধ
35117,প্রতিবিম্ব,প্রতিবিম্ব,প্রতিবিম্ব
35118,ট্রেড,ট্রেড,ট্রেড
35119,কম্পনযুক্ত,কম্পন,কম্পনযুক্ত
35120,মুম্বই,মুম্বই,মুম্বই
35121,নেটওয়ার্কভুক্ত,নেটওয়ার্ক,নেটওয়ার্কভুক্ত
35122,পরীক্ষাপূর্ণ,পরীক্ষা,পরীক্ষা
35123,বিআরটিসির, বিআরটিসি,বিআরটিসি
35124,চিত্রায়নে,চিত্রায়ণ,চিত্রায়ন
35125,যুদ্ধোত্তর,যুদ্ধ,যুদ্ধোত্তর
35126,কাফেটোরিয়াতে,কাফেটোরিয়া,কাফেটোরিয়া
35127,কার্যভারগুলোর,কার্যভার,কার্যভার
35128,ভোপু,ভোপু,ভোপু
35129,ব্রিস্টলের,ব্রিস্টল,ব্রিস্টল
35130,বিপক্ষীয়,বিপক্ষীয়,বিপক্ষ
35131,চোগিয়ালের,চোগিয়াল,চোগিয়াল
35132,পরিমাপমূলক,পরিমাপ,পরিমাপমূলক
35133,সুনিধি,সুনিধি,সুনিধি
35134,চিলি,চিলি,চিলি
35135,প্রসিকিউশন,প্রসিকিউশন,প্রসিকিউশন
35136,চূড়াতে,চূড়া,চূড়া
35137,বাহরাইনে,বাহরাইন,বাহরাইন
35138,হিসেবেও,হিসাব,হিসাব
35139,মন্দিরটিতে,মন্দির,মন্দির
35140,পিরামিডও,পিরামিড,পিরামিড
35141,আইপিইডি,আইপিইডি,আইপিইডি
35142,ভোটার,ভোটার,ভোটার
35143,কুবালালসিংহ,কুবালালসিংহ,কুবালালসিংহ
35144,সেক্টরটির,সেক্টর,সেক্টর
35145,বন্যপ্রাণীকে,বন্যপ্রাণী,বন্যপ্রাণী
35146,খাদ্যাভ্যাসযুক্ত,খাদ্যাভ্যাসযুক্ত,খাদ্যাভ্যাস
35147,মালিকানাধীন,মালিকানাধীন,মালিকানা
35148,সেমিস্টারের,সেমিস্টার,সেমিস্টার
35149,ইথিওপিয়াতে,ইথিওপিয়া,ইথিওপিয়া
35150,পিটম্যানস,পিটম্যানস,পিটম্যানস
35151,সারওয়ার,সারওয়ার,সারওয়ার
35152,মৃত্যুশিবিরে,মৃত্যুশিবির,মৃত্যুশিবির
35153,কসাইতোলায়,কসাইতোলা,কসাইতোলা
35154,আনতি,আনা,আনতি
35155,বুঝেছিলেন,বোঝা,বোঝা
35156,উদজানযৌগিক,উদজান,উদজানযৌগিক
35157,জগন্নাথবল্লভ,জগন্নাথবল্লভ,জগন্নাথবল্লভ
35158,নিউট্রিয়েন্ট,নিউট্রিয়েন্ট,নিউট্রিয়েন্ট
35159,ওড়িশিতে,ওড়িশি,ওড়িশি
35160,ছেড়েছিলো,ছাড়া,ছাড়ানো
35161,অনন্তকালেও,অনন্ত,অনন্তকাল
35162,সীমানায়,সীমানা,সীমা
35163,ডিপ্রেসড,ডিপ্রেসড,ডিপ্রেসড
35164,রানীরূপে,রানী,রানীরূপ
35165,শোনননি,শোন,শোনা
35166,অচৈতন্য,অচৈতন্য,অচৈতন্য
35167,বেশিরভাগই,বেশিরভাগ,বেশিরভাগ
35168,দীপ্তিমাপক,দীপ্তি,দীপ্তি
35169,কুয়ালালামপুরে,কুয়ালালামপুর,কুয়ালালামপুর
35170,সায়াজারেক্সেসের,সায়াজারেক্সস,সায়াজারেক্সেস
35171,অক্ষরছন্দে,অক্ষর,অক্ষরছন্দ
35172,টিলিভিসনে,টিলিভিসন,টিলিভিসন
35173,কাবুলিওয়ালা,কাবুলিওয়ালা,কাবুলিওয়ালা
35174,ব্যঞ্জনও,ব্যঞ্জন,ব্যঞ্জন
35175,বুননপ্রণালী,বুননপ্রণালী,বুননপ্রণালী
35176,উটিতে,উটি,উটি
35177,মারেলা,মারেলা,মারেলা
35178,অপুট,অপুট,অপুট
35179,অভিলেখসমূহের,অভিলেখ,অভিলেখ
35180,মুখার্জীর,মুখার্জী,মুখার্জী
35181,মিথ্যার,মিথ্যা,মিথ্যা
35182,গুলিকে,গুলো,গুলি
35183,এটিকেও,এটি,এটা
35184,হাওয়ারিন,হাওয়ারিন,হাওয়ারিন
35185,সেরেছিলাম,সারা,সেরেছিল
35186,কোপে,কোপ,কোপ
35187,রেশমপোকা,রেশমপোকা,রেশমপোকা
35188,কালেন্ডারের,কালেন্ডার,কালেন্ডার
35189,গোরীর,গোরী,গোরী
35190,বরণও,বরণ,বরণ
35191,নবনাট্য,নবনাট্য,নবনাট্য
35192,চ্যাম্পিয়নশিপের,চ্যাম্পিয়নশিপ,চ্যাম্পিয়ন
35193,লিঙ্গানুপাত,লিঙ্গানুপাত,লিঙ্গানুপাত
35194,খাদ্যতালিকার,খাদ্যতালিকা,খাদ্যতালিকা
35195,চুনযুক্ত,চুন,চুনযুক্ত
35196,উইন্ডোগুলিপরস্পরের,উইন্ডোগুলিপরস্প,উইন্ডো
35197,কলোরেখায়,কলোরেখা,কলোরেখা
35198,কোম্পানীর,কোম্পানী,কোম্পানী
35199,ব্রেসেনের,ব্রেসেন,ব্রেসেন
35200,কালাদের,কালা,কালাদ
35201,স্টাগালিয়ানোর,স্টাগালিয়ানো,স্টাগালিয়ানো
35202,এভনডেইলকে,এভনডেইল,এভনডেইল
35203,মিশেলেট,মিশেলেট,মিশেলেট
35204,কর্তব্যপালনে,কর্তব্য,কর্তব্যপালন
35205,পিল্গারের,পিল্গার,পিল্গার
35206,অম্বক,অম্বক,অম্বক
35207,যুবশ্রেণীকে,যুবশ্রেণী,যুবশ্রেণী
35208,শাসনকেন্দ্রও,শাসনকেন্দ্র,শাসনকেন্দ্র
35209,প্রাচীনকালেই,প্রাচীনকাল,প্রাচীন
35210,অ্যাস্টেয়ারের,অ্যাস্টেয়ার,অ্যাস্টেয়ার
35211,বস্ত্রখাত,বস্ত্রখাত,বস্ত্রখাত
35212,লোবাতসে,লোবাতস,লোবাতস
35213,শেনিমেনিলে,শেনিমেনিল,শেনিমেনিল
35214,ওয়ালডেনসিয়ানস,ওয়ালডেনসিয়ানস,ওয়ালডেনসিয়ানস
35215,স্মাট,স্মাট,স্মাট
35216,শাগালের,শাগাল,শাগাল
35217,পরোক্ষ,পরোক্ষ,পরোক্ষ
35218,জীবনীমূলক,জীবন,জীবনীমূলক
35219,ইলেক্ট্রা,ইলেক্ট্রা,ইলেক্ট্রা
35220,বর্ধিতাংশ,বর্ধিত,বর্ধিতাংশ
35221,হাইলু,হাইলু,হাইলু
35222,উরবা,উরা,উরবা
35223,সুবিধার,সুবিধা,সুবিধা
35224,স্বদেশিদের,স্বদেশি,স্বদেশি
35225,কাঁটাগুলোকে,কাঁটা,কাঁটা
35226,হলি,হলি,হলি
35227,মিলিত,মিলন,মিলিত
35228,ছত্রাকে,ছত্রাক,ছত্রাক
35229,আন্দ্রেই,আন্দ্রে,আন্দ্রেই
35230,মহাবিদ্যালয়,মহাবিদ্যালয়,মহাবিদ্যালয়
35231,ব্রহ্মবিদ্যালয়ে,ব্রহ্মবিদ্যালয়,ব্রহ্মবিদ্যালয়
35232,প্রাধ্যক্ষ,প্রাধ্যক্ষ,প্রাধ্যক্ষ
35233,এস্কাটনে,এস্কাটন,এস্কাটন
35234,দলও,দল,দল
35235,থাকেনি,থাকা,থাকা
35236,বিটকয়েনগুলো,বিটকয়েন,বিটকয়েন
35237,তত্পরতা,তত্পরতা,তত্পরতা
35238,বক্তৃতাতে,বক্তৃতা,বক্তৃতা
35239,নিউক্লিউয়ার,নিউক্লিউয়ার,নিউক্লিউয়ার
35240,মেনোমিনী,মেনোমিনী,মেনোমিনী
35241,ফ্রাঙ্কফুর্ট,ফ্রাঙ্কফুর্ট,ফ্রাঙ্কফুর্ট
35242,আকানোতেই,আকানো,আকানো
35243,ভাইরো,ভাই,ভাই
35244,জয়ন্তীও,জয়ন্তী,জয়ন্তী
35245,প্যাসিফিক,প্যাসিফিক,প্যাসিফিক
35246,ফায়াওয়ালের,ফায়াওয়াল,ফায়াওয়াল
35247,ঢাল,ঢাল,ঢাল
35248,কুর্মিদেরকে,কুর্মি,কুর্মি
35249,মাঝের,মাঝে,মাঝের
35250,প্রকারটা,প্রকার,প্রকার
35251,পথানুগামী,পথানুগামী,পথানুগামী
35252,কিকস্টান,কিকস্টান,কিকস্টান
35253,সদস্যরা,সদস্য,সদস্য
35254,পেয়েছেন,পাওয়া,পাওয়া
35255,অপ্রিয়দর্শন,অপ্রিয়,অপ্রিয়দর্শন
35256,পরস্পরস্পর্শী,পরস্পরস্পর্শ,পরস্পরস্পর্শী
35257,পূর্বদিকস্থ,পূর্বদিকস্থ,পূর্বদিকস্থ
35258,যদিঅ,যদি,যদিঅ
35259,সুরকার,সুরকার,সুরকার
35260,লুৎফুন্নেসাকেই,লুৎফুন্নেসা,লুৎফুন্নেসা
35261,ফোজ,ফোজ,ফোজ
35262,সাংঘাতিভাবে,সাংঘাতি,সাংঘাতি
35263,বাল্যবন্ধুদের,বাল্যবন্ধু,বাল্যবন্ধু
35264,তিল্লিনে,তিল্লিন,তিল্লিন
35265,সার্ভিস,সার্ভিস,সার্ভিস
35266,হাইকোর্ট,হাইকোর্ট,হাইকোর্ট
35267,দাড়িয়েছে,দাড়ানো,দাড়ানো
35268,বক্তব্যও,বক্তব্য,বক্তব্য
35269,ভাস্কর,ভাস্কর,ভাস্কর
35270,গ্রেগরী,গ্রেগরী,গ্রেগরী
35271,কোয়ারেন্টাইনকৃত,কোয়ারেন্টাইন,কোয়ারেন্টাইন
35272,তত্ত্বকথা,তত্ত্বকথা,তত্ত্বকথা
35273,ন্যায়ভাবে,ন্যায়ভাবে,ন্যায়
35274,আদলে,আদল,আদল
35275,সিরামিক,সিরামিক,সিরামিক
35276,শেলটেক,শেলটেক,শেলটেক
35277,টোকিও,টোকিও,টোকিও
35278,বিষয়েও,বিষয়,বিষয়
35279,বাদ্যকারিণী,বাদ্য,বাদ্যকারিণী
35280,ভিগোর,ভিগোর,ভিগো
35281,গালিদেওয়া,গালি,গালিদেওয়া
35282,আতঙ্কিত,আতঙ্ক,আতঙ্ক
35283,পরামর্শগুলি,পরামর্শ,পরামর্শ
35284,জায়গীরদার,জায়গীরদার,জায়গীরদার
35285,দারুশিল্পকর্মে,দারুশিল্পকর্ম,দারুশিল্পকর্ম
35286,মাইলোসার,মাইলোসা,মাইলোসার
35287,ডিঙি,ডিঙি,ডিঙি
35288,মিস্রীয়কে,মিস্রীয়,মিস্রীয়
35289,স্প্যাশিয়ালভাবে,স্প্যাশিয়াল,স্প্যাশিয়াল
35290,ইহসানের,ইহসান,ইহসান
35291,পার্থক্য,পার্থক্য,পার্থক্য
35292,গুলালবিবির,গুলালবিবি,গুলালবিবি
35293,জমিদাররূপে,জমিদার,জমিদাররূপ
35294,কেনটুকি,কেনটুকি,কেনটুকি
35295,হোসেনকুলী,হোসেন,হোসেনকুলী
35296,কার্যালয়ের,কার্যালয়,কার্যালয়
35297,সালিমার,সালিমা,সালিমার
35298,মজুরীতে,মজুরী,মজুরী
35299,আহাদনামা,আহাদনামা,আহাদনামা
35300,কার্পেটটি,কার্পেট,কার্পেট
35301,ইজিপশিয়ান,ইজিপশিয়ান,ইজিপশিয়ান
35302,সাবধানবাণী,সাবধান,সাবধানবাণী
35303,শারলট্সভিলের,শারলট্সভিল,শারলট্সভিল
35304,গিনে,গিন,গিন
35305,ম্যান্ডারিন,ম্যান্ডারিন,ম্যান্ডারিন
35306,ভালোবাসতাম,ভালোবাসা,ভালোবাসা
35307,নজিব,নজিব,নজিব
35308,ভ্যালেন্সীয়রা,ভ্যালেন্সীয়,ভ্যালেন্সী
35309,যিহূদাতেই,যিহূদাত,যিহূদা
35310,বায়ুপদ্ধতি,বায়ুপদ্ধতি,বায়ুপদ্ধতি
35311,ভ্রূণবিদ্যার,ভ্রূণবিদ্যা,ভ্রূণবিদ্যা
35312,বেরুবাড়ির,বেরুবাড়ি,বেরুবাড়ি
35313,ফরীশীদের,ফরীশী,ফরীশী
35314,গৃহযুদ্ধের,গৃহযুদ্ধ,গৃহযুদ্ধ
35315,সিকির,সিকি,সিকির
35316,স্তনযুগল,স্তনযুগল,স্তনযুগল
35317,প্রোথিত,প্রোথিত,প্রোথিত
35318,আগমণের,আগমণ,আগমণ
35319,রঘুবংশে,রঘুবংশ,রঘুবংশ
35320,জুলাইতেই,জুলা,জুলাই
35321,কোয়ালে,কোয়াল,কোয়াল
35322,টাঙানো,টাঙা,টাঙানো
35323,পরগনা,পরগনা,পরগনা
35324,পাঠাইলাম,পাঠানো,পাঠানো
35325,মান্ডালায়,মান্ডালা,মান্ডালা
35326,মহীপুরের,মহীপুর,মহীপুর
35327,ডিসিগুয়েল,ডিসিগুয়েল,ডিসিগুয়েল
35328,পরমাঙ্ক,পরম,পরমাঙ্ক
35329,ক্যারেকটার,ক্যারেকটার,ক্যারেকটার
35330,ডাকটিকিট,ডাকটিকিট,ডাকটিকিট
35331,কার্যবিধিতে,কার্যবিধি,কার্যবিধি
35332,জানালায়,জানালা,জানালা
35333,ভারতী,ভারতী,ভারতী
35334,শুটিং,শুটিং,শুটিং
35335,আব্বাসউদ্দীন,আব্বাসউদ্দীন,আব্বাসউদ্দীন
35336,মসিনাবীজ,মসিনাবীজ,মসিনাবীজ
35337,মুইসকুবান,মুইসকুবান,মুইসকুবান
35338,ডিজিআই,ডিজিআই,ডিজিআই
35339,অ্যান্টিভাইরাস,অ্যান্টিভাইরাস,অ্যান্টিভাইরাস
35340,কোরিন,কোরিন,কোরিন
35341,হসায়েলকে,হসায়েল,হসায়েল
35342,খাঁড়ির,খাঁড়ি,খাঁড়ি
35343,তেজি,তেজি,তেজি
35344,কোনটা,কোন,কোন
35345,দুর্যোগের,দুর্যোগ,দুর্যোগ
35346,মহীরুদের,মহীরু,মহীরুদ
35347,ইউরোজোনের,ইউরোজোন,ইউরোজোন
35348,রেংগঙ্গের,রেংগঙ্গ,রেংগঙ্গ
35349,অর্থমন্ত্রণালয়ের,অর্থমন্ত্রণালয়,অর্থমন্ত্রণালয়
35350,ইশকুল,ইশকুল,ইশকুল
35351,প্রজ্ঞা,প্রজ্ঞা,প্রজ্ঞা
35352,আগমনকাল,আগমন,আগমন
35353,হিরাগুলোর,হিরা,হিরা
35354,চিত্রের,চিত্র,চিত্র
35355,প্রেরণাদায়ক,প্রেরণা,প্রেরণা
35356,চক্রগতির,চক্রগতি,চক্রগতি
35357,পাঠানোর,পাঠানো,পাঠানো
35358,ফিরিয়েআনুনআমাদেরকর্মীদের,ফিরিয়েআনুনআমাদ,ফিরিয়েআনুনআমাদেরকর্মী
35359,এএইচএইচ,এএইচএইচ,এএইচএইচ
35360,সমাকামীদের,সমাকামী,সমাকামী
35361,মিরালরিওতে,মিরালরিও,মিরালরিও
35362,এইভাবেঃ,এইভাবে,এইভাবে
35363,গ্রন্থমালা,গ্রন্থ,গ্রন্থমালা
35364,ষ্টেজে,ষ্টেজ,ষ্টেজ
35365,নামাঙ্কিত,নামাঙ্কন,নামাঙ্কিত
35366,ভিড়তেই,ভিড়া,ভিড়
35367,একভাষী,একভাষী,একভাষী
35368,হল্টনে,হল্টন,হল্টন
35369,লিরওয়ে,লিরওয়ে,লিরওয়ে
35370,আসেও,আসা,আসা
35371,প্রেসিডিয়াম,প্রেসিডিয়াম,প্রেসিডিয়াম
35372,এপোলো,এপোলো,এপোলো
35373,সম্পূর্ণভাবে,সম্পূর্ণ,সম্পূর্ণ
35374,আণ্ডারওয়্যার,আণ্ডারওয়্যার,আণ্ডারওয়্যার
35375,অনুষ্ঠনের,অনুষ্ঠান,অনুষ্ঠন
35376,চারণোপযোগী,চারণোপযোগ,চারণোপযোগী
35377,আইটোমিয়ারেজের,আইটোমিয়ারেজ,আইটোমিয়ারেজ
35378,অবিস্ময়করভাবেই,অবিস্ময়ক,অবিস্ময়কর
35379,অভ্যস্থ,অভ্যস্থ,অভ্যস্থ
35380,খ্রীস্টানদের,খ্রীস্টান,খ্রীস্টান
35381,বাংলাদেশি,বাংলাদেশি,বাংলাদেশ
35382,ইনফর্মেশনটা,ইনফর্মেশনটা,ইনফর্মেশন
35383,প্রচেষ্টার,প্রচেষ্টা,প্রচেষ্টা
35384,প্রক্রিয়াটাই,প্রক্রিয়া,প্রক্রিয়া
35385,বন্দিদের,বন্দি,বন্দি
35386,অস্ত্রযুদ্ধ,অস্ত্রযুদ্ধ,অস্ত্রযুদ্ধ
35387,বদ্বীপগুলির,বদ্বীপ,বদ্বীপ
35388,নিপূণভাবে,নিপূণ,নিপূণভাবে
35389,প্রার্থীতায়,প্রার্থীতা,প্রার্থীতা
35390,হয়রানিমূলকভাবে,হয়রানি,হয়রানিমূলক
35391,লুকোচুরির,লুকোচুরি,লুকোচুরি
35392,সাবজেহ,সাবজেহ,সাবজেহ
35393,সমসংখ্যক,সমসংখ্যক,সমসংখ্যক
35394,বলিগুলো,বলি,বলি
35395,চিত্রাবলি,চিত্রাবলি,চিত্রাবলি
35396,কনস্ট্যাবিউলারি,কনস্ট্যাবিউলারি,কনস্ট্যাবিউলারি
35397,গ্রেফতারের,গ্রেফতার,গ্রেফতার
35398,আকাশেরই,আকাশ,আকাশ
35399,ছায়ারেখা,ছায়া-রেখা,ছায়ারেখা
35400,নৃত্যজুটি,নৃত্য,নৃত্যজুটি
35401,কাল্টের,কাল্ট,কাল্টের
35402,আবেগপূর্ণ,আবেগ,আবেগপূর্ণ
35403,লেভালোয়েস,লেভালোয়েস,লেভালোয়েস
35404,লেবীয়,লেবীয়,লেবীয়
35405,কাহিনিও,কাহিনি,কাহিনি
35406,তাড়নাগুলো,তাড়না,তাড়না
35407,বিধিমালা,বিধিমালা,বিধি
35408,একত্রিত,একত্র,একত্র
35409,ন্যায়বর্জিত,ন্যায়বর্জিত,ন্যায়বর্জিত
35410,স্নেহবান্,স্নেহ,স্নেহবান্
35411,আলুকস্নের,আলুকস্ন,আলুকস্ন
35412,হস্তাক্ষরের,হস্তাক্ষর,হস্তাক্ষর
35413,কর্ণাকার,কর্ণাকার,কর্ণাকার
35414,মাচেও,মাচ,মাচ
35415,মাহমুদুল,মাহমুদুল,মাহমুদুল
35416,অক্ষরতূলিকা,অক্ষর,অক্ষরতূলিকা
35417,চাপালা,চাপ,চাপালা
35418,পুষ্পাঞ্জলি,পুষ্প,পুষ্পাঞ্জলি
35419,বৈদ্যুতিকরণ,বিদ্যুৎ,বিদ্যুৎরণ
35420,কব্জি,কব্জি,কব্জি
35421,আলিকস্যান্ড্রার,আলিকস্যান্ড্রার,আলিকস্যান্ড্রা
35422,সতর্কসাবধানযত্নবান,সতর্কসাবধান,সতর্কসাবধান
35423,জাতিসংঘসহ,জাতিসংঘ,জাতিসংঘসহ
35424,পানাদুরা,পানা,পানাদুরা
35425,রিটেরি,রিটেরি,রিটেরি
35426,পোল্যাণ্ডে,পোল্যাণ্ড,পোল্যাণ্ড
35427,ওয়াজিতে,ওয়াজি,ওয়াজি
35428,কছোয়া,কছয়া,কছোয়া
35429,প্রতিনিধিগন,প্রতিনিধি,প্রতিনিধি
35430,স্থাপনকারীরা,স্থাপন,স্থাপনকারী
35431,ভ্রষ্টাচারিণীর,ভ্রষ্টাচারিণী,ভ্রষ্টাচারিণী
35432,ডেনভিলে,ডেনভিল,ডেনভিল
35433,হায়তামি,হায়তামি,হায়তামি
35434,নিঃশর্ত,নিঃশর্ত,নিঃশর্ত
35435,শুকালেই,শুকাল,শুকাল
35436,জামিয়াতু,জামিয়াতু,জামিয়াতু
35437,সভায়,সভা,সভা
35438,সিদ্ধকে,সিদ্ধ,সিদ্ধ
35439,অরগানিজম,অরগান,অরগানিজম
