,y,y_pred
2375,কাঁদা,কাঁদা
2376,খারিজ,খারিজ
2377,চারিবা,চার
2378,আমেজ,আমেজ
2379,বুড়ো,বুড়ো
2380,দরজা,দরজা
2381,বিধানচন্দ্র,বিধানচন্দ্র
2382,বলা,বলা
2383,অর্জুন,অর্জুন
2384,এবার,এবার
2385,সাথী,সাথী
2386,তথ্য,তথ্য
2387,ক্র্যাশনোয়ারস্ক,ক্র্যাশনোয়ারস্কি
2388,টর্নেডো,টর্নেডো
2389,লাগানো,লাগানো
2390,পুনঃ,পুনঃ
2391,করা,করা
2392,ভর্তি,ভর্তি
2393,খাটো,খাটো
2394,সুব্রত,সুব্রত
2395,শিকড়,শিকড়
2396,এক্জিফ,এক্জিফ
2397,গচিহাটা,গচিহা
2398,আড়া,আড়া
2399,গোলক,গোলক
2400,গিয়ে,যাওয়া
2401,মাইক,মাইক
2402,চুলা,চুলা
2403,খোকা,খোকা
2404,লেখা,লেখা
2405,যোগান,যোগান
2406,অন্তরীক্ষ,অন্তরীক্ষ
2407,গ্যালারি,গ্যালারি
2408,ট্যাব,ট্যাব
2409,অপারেটর,অপারেটর
2410,অগ্রহায়ণ,অগ্রহায়ণ
2411,নারভিক,নারভিক
2412,অপছন্দ,অপছন্দ
2413,কর্মশালা,কর্মশালা
2414,উচা,উচা
2415,জন্তু,জন্তু
2416,অনুসারী,অনুসারী
2417,গণনা,গণনা
2418,পৃথিবীময়,পৃথিবী
2419,এশিয়া,এশিয়া
2420,আচার,আচার
2421,উপগ্রহ,উপগ্রহ
2422,গাওয়া,গাওয়া
2423,ফাইন্যান্সিয়াল,ফাইন্যান্সিয়াল
2424,কণ্ঠ,কণ্ঠ
2425,ডায়বেটিস,ডায়বেটিস
2426,ইউয়োকু,ইউয়োকু
2427,খারিজ,খারিজ
2428,উন্মাদনা,উন্মাদনা
2429,বহুত্ববাদ,বহুত্ববাদ
2430,ব্রাজিল,ব্রাজিল
2431,জব্বলপুর,জব্বলপুর
2432,সংজ্ঞা,সংজ্ঞা
2433,ঘাড়,ঘড়
2434,উন্নয়ন,উন্নয়ন
2435,পুর,পুর
2436,পাত্র,পাত্র
2437,উন্মোচন,উন্মোচন
2438,অগ্রিম,অগ্রিম
2439,অন্ধবিশ্বাস,অন্ধবিশ্বাস
2440,এমি,এমি
2441,চড়া,চড়া
2442,সাধন,সাধন
2443,অ্যাক্টিভিস্টার,অ্যাক্টিভিস্টার
2444,খেলা,খেলা
2445,হাঁস,হাঁস
2446,ভাল্লাদোলিদ,ভাল্লাদোলিদেব
2447,অপারেটর,অপারেটর
2448,আংটা,আংটা
2449,ফেব্রুয়ারি,ফেব্রুয়ারি
2450,সংঘটন,সংঘটন
2451,মুদ্রন,মুদ্রা
2452,পাদরি,পাদরি
2453,রুম,রুম
2454,যৌবন,যৌবন
2455,শিক্ষাদান,শিক্ষাদান
2456,দূর্ঘটনা,দূর্ঘটনা
2457,অনুশীলনী,অনুশীলনী
2458,সর্বত্র,সর্বত্র
2459,বিদ্রোহী,বিদ্রোহী
2460,নির্যাতন,নির্যাতিত
2461,কালো,কালো
2462,ব্রোজ,ব্রোজ
2463,শেখা,শেখা
2464,ইস্পাত,ইস্পাত
2465,আশ্বিন,আশ্বিন
2466,গম্বুজ,গম্বুজ
2467,ডাবল,ডাবল
2468,সামি,সামির
2469,শালি,শালি
2470,কাছিম,কাছিম
2471,হুয়াংবোর,হুয়াংবোর
2472,নামাঙ্কন,নামাঙ্কণ
2473,রানি,রানি
2474,ভাবুক,ভাবুক
2475,বিপারমাণবিক,বিপারমাণবিকরণ
2476,ছোঁয়া,ছোঁই
2477,চিরকাল,চির
2478,দেখা,দেখা
2479,রাউ,রাউ
2480,নদী,নদী
2481,বাইরে,বাইরে
2482,তাঁতি,তাঁতি
2483,সর্বেপল্লী,সর্বেপল্লী
2484,হ্যানো,হ্যালো
2485,মন্ত্রনালয়,মন্ত্রনালয়
2486,ভেতর,ভেতর
2487,ভার্জিন,ভার্জিন
2488,দেওয়া,দেওয়া
2489,নেওয়া,নেওয়া
2490,দর্শক,দর্শক
2491,গবেষণা,গবেষণা
2492,বানানো,বানাল
2493,উভয়,উভয়
2494,ডিম,ডিম
2495,কসাই,কসাই
2496,শরীর,শরীর
2497,বহিষ্কার,বহিষ্কার
2498,অনুরাগ,অনুরাগ
2499,নকশাচিত্র,নকশাচিত্র
2500,মাৎসন্যা,মাৎসন্যায়
2501,গার্লস,গার্লস
2502,কর্তন,কর্তন
2503,বালিশ,বালিশ
2504,একদিন,একদিন
2505,হেড,হেড
2506,কাঁদা,কাঁদা
2507,খাগড়াছড়ি,খাগড়াছড়ি
2508,হাস্য,হাস্য
2509,নাম,নাম
2510,ইউকো,ইউকো
2511,পরিস্থিতি,পরিস্থিতি
2512,নেদারল্যান্ড,নেদারল্যান্ড
2513,এতদিন,এতদিন
2514,উদ্দাম,উদ্দাম
2515,মিলন,মিলন
2516,কোনোকাল,কোনোকাল
2517,নিম্নশাখা,নিম্নশাখা
2518,অধ্যায়,অধ্যায়
2519,সতর্ক,সতর্ক
2520,পথ,পথ
2521,একজন,একজন
2522,বাদাম,বাদাম
2523,উদ্ভাস,উদ্ভাস
2524,জ্বালা,জ্বালাম
2525,উপশ্রেণী,উপশ্রেণী
2526,বিচার,বিচার
2527,বেহায়া,বেহায়া
2528,ছারখার,ছারখার
2529,কাতরতা,কাতরতা
2530,প্রতারণা,প্রতারিত
2531,বোম,বোম
2532,ধনিচা,ধনিচা
2533,কোনোমত,কোনোমত
2534,কোনো,কোনো
2535,কর্দমাক্ত,কর্দমাক্ত
2536,ঘটা,ঘটা
2537,ওদিক,ওদিক
2538,অশ্লীল,অশ্লীল
2539,বাটী,বাটী
2540,ইস্তাম্বুল,ইস্তাম্বুল
2541,অনিয়ম,অনিয়মত
2542,বলা,বলা
2543,উপযোগিতা,উপযোগিতা
2544,পাকিস্তান,পাকিস্তান
2545,ধবল,ধবল
2546,মণিপুর,মণিপুরী
2547,আশ্বাস,আশ্বাস
2548,লেনসি,লেনসি
2549,বিষয়,বিষয়
2550,যাওয়া,যাওয়া
2551,কালভার্ট,কালভার্ট
2552,নবম,নবম
2553,অক্ষর,অক্ষর
2554,পঞ্জিকা,পঞ্জিকা
2555,রে,রে
2556,অনুমান,অনুমান
2557,সেজন্য,সেইজন্য
2558,এলাকা,এলাকা
2559,ব্যথিত,ব্যথা
2560,নির্বাপণ,নির্বাপিত
2561,সংগঠন,সংগঠন
2562,বাহরাইন,বাহরাইনি
2563,চুড়ি,চুড়ি
2564,মন্ত্রী,মন্ত্রী
2565,উস্তাদ,উস্তাদ
2566,লটকা,লটকা
2567,নিষ্পেষণ,নিষ্পেষণ
2568,বনগাঁ,বনগাঁও
2569,মেট্রোপলিটান,মেট্রোপলিটান
2570,কর্মী,কর্মী
2571,কিন্তু,কিন্তু
2572,ফর্সা,ফর্সা
2573,জুতা,জুতা
2574,ঘাত,ঘাত
2575,মহাভাগা,মহাভাগা
2576,ধার্য,ধার্য
2577,অঙ্কন,অঙ্কন
2578,উত্তরাংশ,উত্তরাংশ
2579,ইউনিয়ন,ইউনিয়ন
2580,অপসারণ,অপসারণ
2581,কৃতিত্ব,কৃতিত্ব
2582,উপলব্ধি,উপলব্ধি
2583,অপচেষ্টা,অপচেষ্টা
2584,রোবট,রোবট
2585,অব্দ,অব্দ
2586,নির্ঝরিনী,নির্ঝরিনী
2587,রাজবাড়ি,রাজবাড়ি
2588,ফিজিক্স,ফিজিক্স
2589,আদ্য,আদ্য
2590,উড্ডয়ন,উড্ডয়ন
2591,বাঁচা,বাঁচানো
2592,শিকড়,শিকড়
2593,ঘর,ঘর
2594,আশুর,আশু
2595,মেগা,মেগা
2596,সেনসিটিভ,সেনসিটিভ
2597,অর্পণ,অর্পণ
2598,উপকণ্ঠ,উপকণ্ঠ
2599,জানা,জানা
2600,আস্ফালন,আস্ফালন
2601,প্লেন,প্লেন
2602,থাকা,থাকা
2603,মানবতাবোধ,মানবতাবোধ
2604,রাঁচি,রাঁচি
2605,পৃথিবী,পৃথিবী
2606,কর্মকর্তা,কর্মকর্তা
2607,স্টল,স্টল
2608,কুয়ালালামপুর,কুয়ালালামপুর
2609,কাটা,কাটা
2610,চত্বর,চত্বর
2611,অপকীর্তি,অপকীর্তি
2612,ক্ষেত্র,ক্ষেত্র
2613,প্রতিদ্বন্দ্বি,প্রতিদ্বন্দ্বিতা
2614,উন্নয়ন,উন্নয়ন
2615,ওহ্,ওহ্
2616,অন্তর্বাস,অন্তর্বাস
2617,নরম,নরম
2618,আলোচনা,আলোচনা
2619,হরিদাসপুর,হরিদাসপুর
2620,অবসাদ,অবসাদ
2621,দুষ্টু,দুষ্টু
2622,অবরোধ,অবরোধ
2623,অনুকূল,অনুকূল
2624,বড়াই,বড়াই
2625,তিনি,তিনি
2626,কবুল,কবুল
2627,ফেব্রুয়ারী,ফেব্রুয়ারী
2628,প্ররোচনা,প্ররোচনা
2629,বিজ্ঞাপন,বিজ্ঞাপন
2630,কোথা,কোথা
2631,মন্দ,মন্দা
2632,গাওয়া,গাওয়া
2633,প্রার্থনা,প্রার্থনা
2634,টাইম,টাইম
2635,নির্দেশনা,নির্দেশনা
2636,ডেট,ডেট
2637,সার্ফেস,সার্ফেস
2638,টিকাদার,টিকাদার
2639,ইসলামী,ইসলামীকরণ
2640,আকুল,আকুল
2641,কাঞ্চন,কাঞ্চন
2642,ইন্ডিয়া,ইন্ডিয়া
2643,হরিপাদপদ্ম,হরিপাদপদ্ম
2644,অকর্ম,অকর্ম
2645,আবিষ্কার,আবিষ্কার
2646,পশ্চিম,পশ্চিম
2647,অববাহিকা,অববাহিকা
2648,অভাব,অভাব
2649,কাত,কাতর
2650,আকাশ,আকাশ
2651,পায়জামা,পায়জামা
2652,সিংহাসন,সিংহাসন
2653,স্যার,স্যার
2654,চাচি,চাচি
2655,লোকসভা,লোকসভা
2656,সিরাজুল,সিরাজুল
2657,অনুবাদ,অনুবাদ
2658,যাওয়া,যাওয়া
2659,দমন,দমন
2660,একাকিত্ব,একাকিত্ব
2661,খাঁড়,খাঁড়
2662,চৌকাঠ,চৌকাঠন
2663,দেড়শ,দেড়শোভাতি
2664,কপিরা,কপিরাইট
2665,নাকছাবি,নাকছাবি
2666,কিলোওয়ার,কিলোওয়াট
2667,ব্যাবহার,ব্যাবহৃত
2668,পার্থক্য,পার্থক্য
2669,ফিল্ড,ফিল্ড
2670,লেখা,লেখা
2671,ঘটিকা,ঘটিকা
2672,গোহাড়,গোহাড়
2673,বিরুদ্ধ,পক্ষ
2674,নিশ্চিত,নিশ্চিত
2675,চড়া,চড়িল
2676,দ্রুতপদে,দ্রুতপদ
2677,মঙ্গলা,মঙ্গলা
2678,কষ্টিপাথর,কষ্টিপাথর
2679,অন্দর,অন্দর
2680,বিয়ে,বিয়ে
2681,তুলনা,তুলনা
2682,সরব,সরব
2683,জাত,জাতীয়তা
2684,ধমক,ধমক
2685,ঊনিশ,ঊনিশ
2686,প্রফুল্ল,প্রফুল্ল
2687,অধ্যবসায়,অধ্যবসায়
2688,ধমক,ধমক
2689,পদক,পদক
2690,উত্তরাখন্ড,উত্তরাখণ্ড
2691,সঙ্গ,সঙ্গী
2692,দেখা,দেখা
2693,মেলা,মেলা
2694,কাঁদা,কাঁদা
2695,যেভাবে,যেভাবে
2696,তিল,তিল
2697,মেনন,মেনন
2698,যাওয়া,যাওয়া
2699,ডিস্ক,ডিস্ক
2700,কোনক্রমে,কোনওক্রমে
2701,পশু,পশু
2702,আত্মনিবেদন,আত্মনিবেদন
2703,শতঅংশ,শতাংশ
2704,সাগ্রহ,সাগ্রহ
2705,সিথিয়েন,সিথিয়েন
2706,কাফন,কাফনমোড়া
2707,অগ্রজ,অগ্রজ
2708,দ্বন্দ্ব,দ্বন্দ্ব
2709,আলেকজান্ডার,আলেকজান্ডার
2710,চক্রান্ত,চক্রান্ত
2711,কর্মকান্ড,কর্মকান্ড
2712,বীর,বীর
2713,লোকজন,লোকজন
2714,অংশ,অংশ
2715,দান্ত,দান্ত
2716,উদ্ধৃতাংশ,উদ্ধৃতাংশ
2717,যন্ত্র,যন্ত্রচালক
2718,ভালোবাসা,ভালোবাসা
2719,একা,একাকীত্ব
2720,বর্ধন,বর্ধন
2721,হাড়িডোম,হাড়িডোম
2722,আদল,আদল
2723,পেয়ালা,পেয়ালা
2724,অসন্তোষ,অসন্তোষ
2725,শাস্ত্র,শাস্ত্র
2726,শিশ্ন,শিশ্ন
2727,অধিবেশন,অধিবেশন
2728,চীরতর,চীরতর
2729,অপমৃত্যু,অপমৃত্যু
2730,যাওয়া,যাওয়া
2731,রাম,রামম
2732,ধনেশ,ধনেশ
2733,মন্দ,মন্দাবস্থা
2734,একনেক,একনেক
2735,চলা,চলা
2736,দত্তক,দত্তক
2737,প্রেম,প্রেম
2738,বয়সী,বয়স
2739,লাঞ্চন,লাঞ্চন
2740,শবেবরাত,শবেবরাত
2741,আলোকসজ্জা,আলোকসজ্জা
2742,অবতরণ,অবতরণ
2743,চ্যাম্পিয়ন,চ্যাম্পিয়ন
2744,হয়,হওয়া
2745,যথা,যথা
2746,ত্যাগ,ত্যাগ
2747,পিঠা,পিঠা
2748,কাঁদা,কাঁদা
2749,তোলা,তোলা
2750,বসা,বসা
2751,পাশ,পাশা
2752,চুয়াডাঙ্গা,চুয়াডাঙ্গা
2753,গাওয়া,গাওয়া
2754,করা,করা
2755,বার্থহোল্ডস,বার্থহোল্ডস
2756,গিয়ে,যাওয়া
2757,কারদোসো,কারদোসোভা
2758,দুধ,দুধ
2759,আলোড়ন,আলোড়ন
2760,সে,তাহা
2761,অসমীয়া,অসমীয়া
2762,হাততোলা,হাততোলা
2763,দালান,দালানকোঠা
2764,কাচা,কাচা
2765,সংযোগ,সংযোগ
2766,সার্গ,সার্গ
2767,পারা,পারা
2768,সেট,সেট
2769,তীর,তীরবর্তী
2770,দাওয়া,দেওয়া
2771,অপমান,অপমান
2772,উন্মোচন,উন্মোচন
2773,মারা,মারা
2774,দেয়াল,দেয়াল
2775,অগ্নিসংযোগ,অগ্নিসংযোগ
2776,ষড়যন্ত্র,ষড়যন্ত্র
2777,তাৎপর্য,তাৎপর্যপূর্ণ
2778,উপসংহার,উপসংহার
2779,মুলতবি,মুলতবি
2780,পাশ,আশপাশ
2781,উদ্যম,উদ্যম
2782,ক্যারল,ক্যারল
2783,লিঙ্গ,লিঙ্গভুক্ত
2784,পর্যটনকেন্দ্র,পর্যটনকেন্দ্র
2785,খনন,খনন
2786,এয়ারপোর্ট,এয়ারপোর্ট
2787,মহমেডান,মহমেডান
2788,ধোঁয়া,ধোঁয়া
2789,ভুল,ভুল
2790,আগে,আগ
2791,সুষম,সুষম
2792,অদলবদল,অদলবদল
2793,মহলা,মহলা
2794,যত্ন,সযত্ন
2795,ট্যামার,ট্যামা
2796,ধারণ,ধারণ
2797,পেজ,পেজ
2798,এএম,এএম
2799,ষাট,ষাটোর্ধ
2800,ভ্রমন,ভ্রমন
2801,ভিত্তি,ভিত্তি
2802,উচ্চতা,উচ্চতা
2803,আস্তিন,আস্তিন
2804,আহমেদ,আহমেদ
2805,ঐতিহাসিক,ঐতিহাসিক
2806,গভর্নর,গভর্নর
2807,অলস,অলস
2808,আবেদনপত্র,আবেদনপত্র
2809,উদ্ভাবক,উদ্ভাবক
2810,আইডেন্টিটি,আইডেন্টিটি
2811,খাওয়া,খাওয়া
2812,ক্রুদ্ধ,ক্রুদ্ধ
2813,আওতা,আওতাধীন
2814,পক্ষ,পক্ষ
2815,খাঁড়,খাঁড়
2816,মানচিত্র,মানচিত্র
2817,হুঁশিয়ার,হুঁশিয়ার
2818,বিশ,বিশক
2819,আক্রোশ,আক্রোশবশ
2820,রড,রড
2821,খেলা,খেলা
2822,দেবআলয়,দেবালয়
2823,গজল,গজল
2824,প্রশ্ন,প্রশ্ন
2825,বিপ্লব,বৈপ্লবিক
2826,পরাক্রম,পরাক্রম
2827,হেক্টর,হেক্টর
2828,ইউনিয়ন,ইউনিয়ন
2829,সংস্করণ,সংস্করণ
2830,চিত্র,চিত্র
2831,বরগুনা,বরগুনা
2832,টুপ,টুপ
2833,সয়াবিন,সয়াবিন
2834,আইনসংগত,আইনসংগত
2835,অভদ্র,অভদ্র
2836,বিশ্লেষক,বিশ্লেষক
2837,শুকানো,শুকা
2838,বোঝো,বোঝা
2839,বাস্তবতা,বাস্তবতা
2840,রঙ,রংনাম
2841,নামা,নামা
2842,শোক,শোক
2843,স্ট্রিমিং,স্ট্রিমিং
2844,লাক,লাক
2845,চলা,চলা
2846,ছায়া,ছায়া
2847,ভিন্ন,ভিন্ন
2848,এখতিয়ার,এখতিয়ার
2849,হরিহর,হরিহর
2850,নগর,নগর
2851,নিতান্ত,নিতান্ত
2852,ধরণ,ধরণ
2853,পার্টি,পার্টি
2854,পড়া,পড়া
2855,কাঁদা,কাঁদা
2856,মশারি,মশারি
2857,অনাদি,অনাদি
2858,চরমপন্থা,চরমপন্থা
2859,ইউনিভার্স,ইউনিভার্সাল
2860,ছড়ানো,ছড়ানো
2861,শালপাতা,শাল
2862,বৃহস্পতি,বৃহস্পতি
2863,ভূতল,ভূতল
2864,আহ্বায়ক,আহ্বায়ক
2865,নারী,নারী
2866,অনুষ্ঠান,অনুষ্ঠান
2867,অশ্রুবাহী,অশ্রুবাহী
2868,আন্তঃক্লাব,আন্তঃক্লাব
2869,যদি,যদি
2870,এলাকা,এলাকা
2871,বর্ণাশ্রম,বর্ণাশ্রম
2872,হারা,হারানো
2873,ব্যাটালিয়ন,ব্যাটালিয়ন
2874,বুয়েট,বুয়েট
2875,ঘনত্ব,ঘনত্ব
2876,ঘুড়ি,ঘুড়ি
2877,দেখাসাক্ষাৎ,দেখাসাক্ষাৎ
2878,অকৌশল,অকৌশল
2879,অকুণ্ঠ,অকুণ্ঠ
2880,উপভাষা,উপভাষা
2881,পারদারিক,পারদারিকতা
2882,নীলাভ,নীলাভ
2883,বৈঠক,বৈঠক
2884,অক্ষাংশ,অক্ষাংশ
2885,সন্ন্যাসী,সন্ন্যাস
2886,অংক,অংক
2887,বিল্ডিং,বিল্ডিং
2888,পাটকল,পাটকল
2889,অত্যাবশ্যক,অত্যাবশ্যক
2890,গঠন,গঠন
2891,অগ্রগমন,অগ্রগমন
2892,বন্ধন,বন্ধনী
2893,মত,মতো
2894,মূল,মূলত
2895,উচ্চাকাঙ্ক্ষা,উচ্চাকাঙ্ক্ষা
2896,ঘড়িয়াল,ঘড়িয়াল
2897,কাচ,কাচ
2898,চমৎকার,চমৎকার
2899,করা,করা
2900,বিরিয়ানি,বিরতি
2901,মণি,মণি
2902,জীবন,জীবন
2903,লক্ষ্মী,লক্ষ্মী
2904,সম্পর্ক,সম্পর্ক
2905,পাটিগণিত,পাটিগণিত
2906,ট্যাঙ্কারস,ট্যাঙ্কারস
2907,চালাক,চালানো
2908,চলা,চলা
2909,সুইডেন,সুইডেন
2910,ঘটি,ঘটিরা
2911,লোক,লোক
2912,টি,টির
2913,লাগানো,লাগানো
2914,মন্ত্রীপরিষদ,মন্ত্রীপরিষদ
2915,কাটা,কাটা
2916,পড়া,পড়া
2917,পিশাচ,পিশাচ
2918,নাম্বার,নাম্বার
2919,যোগ্য,যোগ্য
2920,জরিত,জড়ানো
2921,কক্ষ,কক্ষ
2922,মুক্তিযোদ্ধা,মুক্তিযোদ্ধা
2923,অনেক,অনেক
2924,আলিরুক,আলিরুক
2925,যুদ্ধক্ষেত্র,যুদ্ধক্ষেত্র
2926,খুকী,খুকী
2927,মন্ত্রণালয়,মন্ত্রণালয়
2928,আনন্দলোক,আনন্দ
2929,একর,এক
2930,ডিজাইন,ডিজাইন
2931,গ্রামসভা,গ্রামসভা
2932,পেরেক,পেরেক
2933,হওয়া,হওয়া
2934,পৌঁছা,পৌঁছল
2935,দ্বিতীয়,দ্বিতীয়
2936,গুরুভায়ু,গুরুভায়ু
2937,বছর,বছর
2938,সাম,সাম
2939,অধ্যাপক,অধ্যাপক
2940,কেন্দ্র,কেন্দ্র
2941,বিম্,বিম্
2942,দেখা,দেখা
2943,চিত্রলৈখিক,চিত্র
2944,উরুগুয়ে,উরুগুয়ে
2945,অনুভূমি,আনুভূমিকিক
2946,প্রকৃয়া,প্রকৃয়া
2947,মাদ্রাজ,মাদ্রাজ
2948,ইহা,ইহা
2949,আবেগময়,আবেগ
2950,লভাব,লভাব
2951,ইট,ইটিট
2952,খুঁতখুঁত,খুঁতখুঁত
2953,বিভাগ,বিভাগ
2954,বাণী,বাণী
2955,পরিণয়,পরিণয়সূত্র
2956,আসন,আসন
2957,অভিভূত,অভিভূত
2958,মহারাষ্ট্র,মহারাষ্ট্র
2959,আয়োজন,আয়োজন
2960,অশুদ্ধ,অশুদ্ধ
2961,শালি,শালি
2962,ধরা,ধরাছোঁয়া
2963,মনিটারি,মনিটারি
2964,মেঘআচ্ছন্ন,মেঘ
2965,রক্ত,রক্ত
2966,আসা,আসা
2967,গ্রাস,গ্রাস
2968,লড়া,লড়া
2969,খোশগল্প,খোশগল্প
2970,তাবু,তাবুক
2971,ঘেঁষা,ঘেঁষে
2972,তামাশা,তামাশা
2973,প্রলোভন,প্রলোভন
2974,দখল,দখল
2975,আত্মনির্ভর,আত্মনির্ভরশীল
2976,উচ্চারণ,উচ্চারণ
2977,মুশফিকুর,মুশফিকুর
2978,পিছন,পিছন
2979,ঊর্ধ্ব,ঊর্ধ্ব
2980,পৃথক,পৃথক
2981,অসামঞ্জস্য,অসামঞ্জস্য
2982,কারণ,কারণ
2983,একাংশ,একাংশ
2984,কাটা,কাটা
2985,যিহোয়াদা,যিহোয়াদা
2986,মাপ,মাপ
2987,লাভ,লাভ
2988,পুরোহিতঠাকুর,পুরুতঠাকুর
2989,অনুশীলনী,অনুশীলনী
2990,হর্স,হর্স
2991,ইনস্পেকশন,ইনস্পেকশন
2992,সত্য,সত্য
2993,অবিসংবাদ,অবিসংবাদ
2994,রোটেশন,রোটেশন
2995,সংখ্যা,সংখ্যা
2996,সমাজ,সমাজ
2997,পদ্দা,পদ্দা
2998,অভিনব,অভিনব
2999,আসা,এলেন
3000,ট্রাইব্যুনাল,ট্রাইব্যুনালেড
3001,টব,টব
3002,আইপিএল,আইপিএল
3003,পাওয়া,পাওয়া
3004,ডাকা,ডাকা
3005,অনাড়ম্বর,অনাড়াম্বর
3006,চট্টোপাধ্যায়,চট্টোপাধ্যায়
3007,সাধারন,সাধারন
3008,রেমন,রেমন
3009,স্কটল্যান্ড,স্কটল্যান্ড
3010,ক্লাবঘর,ক্লাবঘর
3011,আলোড়ন,আলোড়ন
3012,চুক্তি,চুক্তি
3013,অন্তর্দ্বন্দ্ব,অন্তর্দ্বন্দ্ব
3014,চণ্ডীগড়,চণ্ডীগড়
3015,মুসলিম,মুসলিম
3016,উদ্ধৃতি,উদ্ধৃতি
3017,ব্যভিচার,ব্যভিচার
3018,ইলেকট্রন,ইলেকট্রন
3019,গুলো,গুলি
3020,পলাশি,পলাশি
3021,বিক্রয়,বিক্রি
3022,ডাক,ডাকা
3023,অপারেটর,অপারেটর
3024,কর্তৃত্ব,কর্তৃত্ব
3025,সুহৃদ,সুহৃদভাব
3026,যোদ্ধা,যোদ্ধা
3027,আপাতত,আপাত
3028,মহাসাগর,মহাসাগর
3029,সংস্করণ,সংস্করণ
3030,কাটা,কাটা
3031,অদৃষ্ট,অদৃষ্টলিপি
3032,ইংলিশ,ইংলিশ
3033,হ্যামিলটন,হ্যামিলটন
3034,ধর্ম,ধর্ম
3035,গুণমুগ্ধ,গুণ
3036,অবস্থান,অবস্থান
3037,উঠা,ওঠা
3038,ফয়সালা,ফয়সালা
3039,এদিক,এদিক
3040,ওবায়দুল,ওবায়দুল
3041,কুমড়া,কুমড়া
3042,টগর,টগর
3043,বেকার,বেকারত্ব
3044,পীড়া,পীড়াপীড়ি
3045,শ্বেতপদ্ম,শ্বেতপদ্ম
3046,বর্বর,বর্বরোচনা
3047,মিত,মিত
3048,হওয়া,হওয়া
3049,সমুন্নত,সমুন্নত
3050,নিয়ন্ত্রন,নিয়ন্ত্রন
3051,সেন্টিগ্রেড,সেন্টিগ্রেড
3052,শ্রম,শ্রম
3053,ছাত্রছাত্রী,ছাত্রছাত্রী
3054,ব্যবহার,ব্যবহার
3055,তুমি,তুমি
3056,মৎস্যজীবীকা,মৎস্যজীবী
3057,জাল,জাল
3058,নিবন্ধাবলি,নিবন্ধ
3059,বঞ্চনা,বঞ্চনা
3060,কাচা,কাচা
3061,বলা,বলা
3062,অনেক,অনেক
3063,শরীর,শরীর
3064,সঠিক,সঠিকডোজ
3065,বোঝা,বোঝা
3066,জন্মদিন,জন্মদিন
3067,তাল,তাল
3068,পাড়,পাড়
3069,চক্ষু,চক্ষুসুল
3070,অগোপন,অগোপনীয়
3071,হকিম,হাকিম
3072,এলাকা,এলাকা
3073,কষাকষি,কষাকষি
3074,নাইজার,নাইজার
3075,লেবু,লেবু
3076,লম্ব,লম্বন
3077,নিজ,নিজ
3078,কিছ,কিছ
3079,প্রশিক্ষণ,প্রশিক্ষণ
3080,অনুচর,অনুচর
3081,সাহিত্যিক,সাহিত্যিক
3082,উজানি,উজানি
3083,কর্মচারী,কর্মচারী
3084,ফকির,ফকির
3085,রাখা,রাখা
3086,সংখ্যা,সংখ্যা
3087,নিয়োগসমূহ,নিয়োগ
3088,দর্পহরণ,দর্পহরণ
3089,ও,ওই
3090,অগাস্টিন,অগাস্টিন
3091,আমেরিকা,আমেরিকা
3092,মাঠ,মাঠ
3093,পেয়ারা,পেয়ারা
3094,দ্বায়িত্ব,দ্বায়িত্ব
3095,জমি,জমি
3096,কৌপীন,কৌপীনতা
3097,শাড়ি,শাড়ি
3098,আত্মীয়,আত্মীয়স্বজন
3099,একশ,একশ
3100,বাছুর,বাছুর
3101,আধিক্য,আধিক্য
3102,জ্বলা,জ্বলা
3103,ইন্দ্রিয়দমন,ইন্দ্রিয়দমন
3104,টাকি,টাকি
3105,পেজ,পেজ
3106,আলু,আলু
3107,সব,সব
3108,বিশুদ্ধ,বিশুদ্ধ
3109,গণ,গণ
3110,মেটানো,মেটানো
3111,রবার্ট,রবার্ট
3112,পদ্ধতি,পদ্ধতি
3113,আভাস,আভা
3114,সংকেত,সংকেত
3115,পাঠক,পাঠিকা
3116,কাটা,কাটা
3117,অনুপ্রবেশ,অনুপ্রবেশ
3118,পার,পেরো
3119,নাড়া,নাড়া
3120,মর্ত্যদেবতা,মর্ত্যদেবতা
3121,বাগ,বাগ
3122,মনাস্টেরি,মনাস্টেরি
3123,প্রচ্ছদ,প্রচ্ছদ
3124,অনুসারী,অনুসারী
3125,সমস্যা,সমস্যা
3126,হুন্ডি,হুন্ডি
3127,কফ,কফে
3128,উঠা,ওঠা
3129,পুস্তক,পুস্তক
3130,আম্বিয়া,আম্বিয়া
3131,উদাসীনতা,উদাসীনতা
3132,পুনরুজ্জীবন,পুনরুজ্জী
3133,গতি,গতি
3134,আকুল,আকুল
3135,দেওয়াললিখন,দেওয়াললিখন
3136,মেডিক্যাল,মেডিক্যাল
3137,স্পেস,স্পেস
3138,ডিসেম্বর,ডিসেম্বর
3139,কালী,কালী
3140,সেসব,সেসব
3141,ছেলেবেলা,ছেলেবেলা
3142,ডাক,ডাক
3143,শয্যা,শয্যা
3144,ছত্রাক,ছত্রাক
3145,শব্দ,শব্দ
3146,অনুকল্প,অনুকল্প
3147,কড়াই,কড়াই
3148,অগভীর,অগভীর
3149,সাহাবী,সাহাবী
3150,পড়া,পড়া
3151,সকল,সকল
3152,ঢাকা,ঢাকা
3153,কৃষক,কৃষক
3154,মহাজোট,মহাজোট
3155,কমিক,কমিক
3156,মোল্লা,মোল্লা
