sentence_main,sentence_lemma
অয়েলপেপার শাস্তিপ্রাপ্ত,অয়েল শাস্তি
শাস্তিপ্রাপ্ত শিল্পীরাই,শাস্তি শিল্পী
শিল্পীরাই জন্ডিসটি,শিল্পী জন্ডিস
জন্ডিসটি অক্ষাংশ,জন্ডিস অক্ষাংশ
অক্ষাংশ আত্মশুদ্ধিকে,অক্ষাংশ আত্মশুদ্ধি
আত্মশুদ্ধিকে ঘোষককে,আত্মশুদ্ধি ঘোষক
ঘোষককে বৃদ্ধি,ঘোষক বৃদ্ধি
বৃদ্ধি লোকেরাই,বৃদ্ধি লোক
লোকেরাই লিখেছিলুম,লোক লেখা
লিখেছিলুম কমেছি,লেখা কম
কমেছি গোহাড়টি,কম গোহাড়
গোহাড়টি আইনটি,গোহাড় আইন
আইনটি অনুভূতিগুলোর,আইন অনুভূতি
অনুভূতিগুলোর যোগান,অনুভূতি যোগান
যোগান গৃহকে,যোগান গৃহ
গৃহকে অনাদি,গৃহ অনাদি
অনাদি ঢোকে,অনাদি ঢোকা
ঢোকে অনভ্যস্ততাই,ঢোকা অনভ্যস্ত
অনভ্যস্ততাই সাহিত্যের,অনভ্যস্ত সাহিত্য
সাহিত্যের সরি,সাহিত্য সরি
সরি স্বাদের,সরি স্বাদ
স্বাদের ওখানটায়,স্বাদ ওখান
ওখানটায় ভোরই,ওখান ভোর
ভোরই হ্যাবিটেব্ল,ভোর হ্যাবিটেব্ল
হ্যাবিটেব্ল আশ্রমধর্ম,হ্যাবিটেব্ল আশ্রম
আশ্রমধর্ম পেয়ারা,আশ্রম পেয়ারা
পেয়ারা সত্যবাদীদেরকে,পেয়ারা সত্যবাদী
সত্যবাদীদেরকে গঠনগত,সত্যবাদী গঠন
গঠনগত মাটি,গঠন মাটি
মাটি দাদীদের,মাটি দাদী
দাদীদের গন্ডগোলে,দাদী গন্ডগোল
গন্ডগোলে আন্দোলনকালে,গন্ডগোল আন্দোলন
আন্দোলনকালে আবহসংগীতে,আন্দোলন আবহসংগীত
আবহসংগীতে তারাবি,আবহসংগীত তারাবি
তারাবি খেলনার,তারাবি খেলনা
খেলনার চাটুকারও,খেলনা চাটুকার
চাটুকারও গেছলাম,চাটুকার যাওয়া
গেছলাম আদেশক,যাওয়া আদেশ
আদেশক নদীনালার,আদেশ নদীনালা
নদীনালার যাক,নদীনালা যাওয়া
যাক তলদেশেতে,যাওয়া তলদেশে
তলদেশেতে রডের,তলদেশে রড
রডের লেবুটা,রড লেবু
লেবুটা আলোচনাসভা,লেবু আলোচনাসভা
আলোচনাসভা বসন্তবাবু,আলোচনাসভা বসন্তবাবু
বসন্তবাবু দুমাস,বসন্তবাবু দুইমাস
দুমাস অক্ষমই,দুইমাস অক্ষম
অক্ষমই ভেঁপু,অক্ষম ভেঁপু
ভেঁপু আবহটি,ভেঁপু আবহ
আবহটি গাড়িবারান্দায়,আবহ গাড়িবারান্দা
গাড়িবারান্দায় সকালেই,গাড়িবারান্দা সকাল
সকালেই মানবের,সকাল মানব
মানবের হটকেছে,মানব হটকানো
হটকেছে বিজোড়টা,হটকানো বিজোড়
বিজোড়টা ব্যক্তিটিকে,বিজোড় ব্যক্তি
ব্যক্তিটিকে রিকশার,ব্যক্তি রিকশা
রিকশার উপধারার,রিকশা উপধারা
উপধারার অনুসন্ধানকর্ম,উপধারা অনুসন্ধান
অনুসন্ধানকর্ম অঙ্গীকারকারীর,অনুসন্ধান অঙ্গীকার
অঙ্গীকারকারীর অগ্নিকাণ্ডটি,অঙ্গীকার অগ্নি
অগ্নিকাণ্ডটি হড়কা,অগ্নি হড়কা
হড়কা পিছাইলি,হড়কা পিছন
পিছাইলি কটিদেশে,পিছন কটিদেশ
কটিদেশে ধমকাতে,কটিদেশ ধমক
ধমকাতে বলিলে,ধমক বলা
বলিলে লটকা,বলা লটকা
লটকা দৃশ্যমানতার,লটকা দৃশ্য
দৃশ্যমানতার মারবে,দৃশ্য মারা
মারবে আমদানিই,মারা আমদানি
আমদানিই বেচারা,আমদানি বেচারা
বেচারা যষ্টিটি,বেচারা যষ্টি
যষ্টিটি তোষামোদ,যষ্টি তোষামোদ
তোষামোদ রাজাও,তোষামোদ রাজা
রাজাও নিরালা,রাজা নিরালা
নিরালা হাতড়ানো,নিরালা হাতড়ানো
হাতড়ানো শর্তে,হাতড়ানো শর্ত
শর্তে লড়ছে,শর্ত লড়া
লড়ছে ধবলে,লড়া ধবল
ধবলে কবরেও,ধবল কবর
কবরেও ওলন্দাজদের,কবর ওলন্দাজ
ওলন্দাজদের ঝরনাতে,ওলন্দাজ ঝরনা
ঝরনাতে আদরে,ঝরনা আদর
আদরে বিষয়টা,আদর বিষয়
বিষয়টা উজাড়সহ,বিষয় উজাড়
উজাড়সহ চড়াতে,উজাড় চড়া
চড়াতে ফলটিরই,চড়া ফল
ফলটিরই অলিগলিকেও,ফল অলিগলি
অলিগলিকেও অভিজ্ঞতাও,অলিগলি অভিজ্ঞতা
অভিজ্ঞতাও ধূসরতা,অভিজ্ঞতা ধূসর
ধূসরতা অবিবাহিত,ধূসর বিবাহ
অবিবাহিত অনুভব,বিবাহ অনুভব
অনুভব চুরি,অনুভব চুরি
চুরি আবাস,চুরি আবাস
আবাস ভোট,আবাস ভোট
ভোট খনিটা,ভোট খনি
খনিটা গামলায়,খনি গামলা
গামলায় যৌবনা,গামলা যৌবন
যৌবনা পরানে,যৌবন পরান
পরানে উপাদানগুলি,পরান উপাদান
উপাদানগুলি শোনাচ্ছি,উপাদান শোনা
শোনাচ্ছি প্রদীপবাবুর,শোনা প্রদীপবাবু
প্রদীপবাবুর মতন,প্রদীপবাবু মত
মতন লিখিবে,মত লেখা
লিখিবে বুঝাইতে,লেখা বোঝা
বুঝাইতে কাকের,বোঝা কাক
কাকের অতগুলোর,কাক অত
অতগুলোর কাচিয়েছিলুম,অত কাচা
কাচিয়েছিলুম সুবিশাল,কাচা বিশাল
সুবিশাল উটগুলিকে,বিশাল উট
উটগুলিকে আহ্বায়ক,উট আহ্বায়ক
আহ্বায়ক গ্রীষ্মকালকে,আহ্বায়ক গ্রীষ্মকাল
গ্রীষ্মকালকে আসছেন,গ্রীষ্মকাল আসা
আসছেন আস্থাভাজনদের,আসা আস্থাভাজন
আস্থাভাজনদের অশুভতিথি,আস্থাভাজন অশুভ
অশুভতিথি শোনা,অশুভ শোনা
শোনা মেঘনা,শোনা মেঘ
মেঘনা পারেনি,মেঘ পারা
পারেনি লাঞ্ছিত,পারা লাঞ্ছনা
লাঞ্ছিত চকচকে,লাঞ্ছনা চকচক
চকচকে এসিডই,চকচক এসিড
এসিডই খাস,এসিড খাস
খাস সংস্থা,খাস সংস্থা
সংস্থা পতঙ্গটদ,সংস্থা পতঙ্গ
পতঙ্গটদ অর্ধাঙ্গীকে,পতঙ্গ অর্ধাঙ্গ
অর্ধাঙ্গীকে ল্যান্ডমার্ক,অর্ধাঙ্গ ল্যান্ডমার্ক
ল্যান্ডমার্ক দোষারোপকে,ল্যান্ডমার্ক দোষারোপ
দোষারোপকে গর্বই,দোষারোপ গর্ব
গর্বই বিপিনকিশোর,গর্ব বিপিনকিশোর
বিপিনকিশোর অন্তিমপাদে,বিপিনকিশোর অন্তিম
অন্তিমপাদে মরণটা,অন্তিম মরণ
মরণটা পরমাহ্লাদে,মরণ পরমআহ্লাদ
পরমাহ্লাদে কাঁদলাম,পরমআহ্লাদ কাঁদা
কাঁদলাম বড়োঘরের,কাঁদা বড়োঘর
বড়োঘরের অমনটা,বড়োঘর অমন
অমনটা অনুষ্ঠান,অমন অনুষ্ঠান
অনুষ্ঠান পৌঁছনো,অনুষ্ঠান পৌঁছনো
পৌঁছনো বিলোপই,পৌঁছনো বিলোপ
বিলোপই বিবাহকাল,বিলোপ বিবাহ
বিবাহকাল কাচাইতে,বিবাহ কাচা
কাচাইতে কখনওই,কাচা কখন
কখনওই সকলকে,কখন সকল
সকলকে পরিমলকে,সকল পরিমল
পরিমলকে চেতনাযুক্ত,পরিমল চেতনা
চেতনাযুক্ত পাথরে,চেতনা পাথর
পাথরে ধাক্কাতে,পাথর ধাক্কা
ধাক্কাতে অনুপ্রবেশ,ধাক্কা অনুপ্রবেশ
অনুপ্রবেশ কিলোমিটার,অনুপ্রবেশ কিলোমিটার
কিলোমিটার টিভিই,কিলোমিটার টিভি
টিভিই পড়িবার,টিভি পড়া
পড়িবার গঠনরৈখিক,পড়া গঠন
গঠনরৈখিক ঈদগাহই,গঠন ঈদগাহ
ঈদগাহই পড়ুয়াদের,ঈদগাহ পড়ুয়া
পড়ুয়াদের পতিতাই,পড়ুয়া পতিতা
পতিতাই ঘুমাতে,পতিতা ঘুম
ঘুমাতে খারিজসংক্রান্ত,ঘুম খারিজ
খারিজসংক্রান্ত চকিতদৃষ্টি,খারিজ চকিত
চকিতদৃষ্টি কাটতেম,চকিত কাটা
কাটতেম তহুরা,কাটা তহুরা
তহুরা আক্রমণও,তহুরা আক্রমণ
আক্রমণও গ্রামটি,আক্রমণ গ্রাম
গ্রামটি অমঙ্গলও,গ্রাম অমঙ্গল
অমঙ্গলও দীপমালার,অমঙ্গল দীপমালা
দীপমালার চীৎকার,দীপমালা চীৎকার
চীৎকার ডাক্তারের,চীৎকার ডাক্তার
ডাক্তারের কামনাকারী,ডাক্তার কামনা
কামনাকারী কর্তৃপক্ষও,কামনা কর্তৃপক্ষ
কর্তৃপক্ষও অনুগ্রাহী,কর্তৃপক্ষ অনুগ্রহ
অনুগ্রাহী অবতার,অনুগ্রহ অবতার
অবতার স্মৃতিতে,অবতার স্মৃতি
স্মৃতিতে মহিষ,স্মৃতি মহিষ
মহিষ উন্মুখ,মহিষ উন্মুখ
উন্মুখ আত্মমর্যাদা,উন্মুখ আত্মমর্যাদা
আত্মমর্যাদা সবথেকে,আত্মমর্যাদা সবথেকে
সবথেকে অনুমতিটি,সবথেকে অনুমতি
অনুমতিটি কাঁদালেন,অনুমতি কাঁদা
কাঁদালেন অমঙ্গলে,কাঁদা অমঙ্গল
অমঙ্গলে নীরস,অমঙ্গল রস
নীরস ওদিক,রস ওদিক
ওদিক পবিত্র,ওদিক পবিত্র
পবিত্র অংশটাতেই,পবিত্র অংশ
অংশটাতেই ধমকাস,অংশ ধমক
ধমকাস বাঁচিয়ে,ধমক বাঁচানো
বাঁচিয়ে অকালবোধন,বাঁচানো অকাল
অকালবোধন লাগিত,অকাল লাগানো
লাগিত একটানেই,লাগানো একটানা
একটানেই আদেশ,একটানা আদেশ
আদেশ মইয়ের,আদেশ মই
মইয়ের অর্ধেকও,মই অর্ধেক
অর্ধেকও কার্যক্রমে,অর্ধেক কার্যক্রম
কার্যক্রমে অকৃতজ্ঞ,কার্যক্রম অকৃতজ্ঞ
অকৃতজ্ঞ যোদ্ধা,অকৃতজ্ঞ যোদ্ধা
যোদ্ধা ইতিবাচকভাবে,যোদ্ধা ইতিবাচক
ইতিবাচকভাবে পরাজয়ই,ইতিবাচক পরাজয়
পরাজয়ই শিশুমননে,পরাজয় শিশু
শিশুমননে পুলিশে,শিশু পুলিশ
পুলিশে খোঁপার,পুলিশ খোঁপা
খোঁপার অবকাশকালে,খোঁপা অবকাশ
অবকাশকালে হইলেন,অবকাশ হওয়া
হইলেন ইচ্ছাশক্তিকে,হওয়া ইচ্ছাশক্তি
ইচ্ছাশক্তিকে সাধুই,ইচ্ছাশক্তি সাধু
সাধুই ভিড়ভাট্টা,সাধু ভিড়ভাট্টা
ভিড়ভাট্টা নিশ্চয়ই,ভিড়ভাট্টা নিশ্চয়
নিশ্চয়ই ইঞ্জিনও,নিশ্চয় ইঞ্জিন
ইঞ্জিনও এলাহীসংলগ্ন,ইঞ্জিন এলাহী
এলাহীসংলগ্ন অপমৃত্যুও,এলাহী অপমৃত্যু
অপমৃত্যুও খেচররা,অপমৃত্যু খেচর
খেচররা সাম্রাজ্যবাদী,খেচর সাম্রাজ্য
সাম্রাজ্যবাদী অপ্রাপ্তির,সাম্রাজ্য অপ্রাপ্তি
অপ্রাপ্তির উপকথায়,অপ্রাপ্তি উপকথা
উপকথায় শয়তান,উপকথা শয়তান
শয়তান আস্তেও,শয়তান আস্তে
আস্তেও পিছনে,আস্তে পিছনে
পিছনে হাঁসা,পিছনে হাঁসা
হাঁসা শিক্ষকের,হাঁসা শিক্ষক
শিক্ষকের কাটিয়াছিলি,শিক্ষক কাটা
কাটিয়াছিলি অদিতের,কাটা অদিতি
অদিতের অন্তরীক্ষের,অদিতি অন্তরীক্ষ
অন্তরীক্ষের অটল,অন্তরীক্ষ অটল
অটল নিচু,অটল নিচু
নিচু আবির্ভাবের,নিচু আবির্ভাব
আবির্ভাবের অনৈতিকতার,আবির্ভাব অনৈতিক
অনৈতিকতার আপত্তিজনক,অনৈতিক আপত্তি
আপত্তিজনক এসেছিলি,আপত্তি আসা
এসেছিলি মারেনি,আসা মারা
মারেনি মহারণ্য,মারা মহানঅরণ্য
মহারণ্য অব্যাহতভাবেই,মহানঅরণ্য অব্যাহত
অব্যাহতভাবেই কাঁদাচ্ছেন,অব্যাহত কাঁদা
কাঁদাচ্ছেন বিধবাটা,কাঁদা বিধবা
বিধবাটা অধ্যাত্মবাদী,বিধবা অধ্যাত্ম
অধ্যাত্মবাদী অবতরণটা,অধ্যাত্ম অবতরণ
অবতরণটা হইবে,অবতরণ হওয়া
হইবে যোগাই,হওয়া যোগান
যোগাই জিনিসের,যোগান জিনিস
জিনিসের বন্দনায়,জিনিস বন্দনা
বন্দনায় ছাওয়া,বন্দনা ছাওয়া
ছাওয়া প্রতিযোগিতাই,ছাওয়া প্রতিযোগিতা
প্রতিযোগিতাই দানার,প্রতিযোগিতা দানা
দানার মাজারে,দানা মাজার
মাজারে চামড়াটা,মাজার চামড়া
চামড়াটা ঝিনুকই,চামড়া ঝিনুক
ঝিনুকই শান্তাহার,ঝিনুক শান্ত
শান্তাহার গাহিবার,শান্ত গাওয়া
গাহিবার পলানোর,গাওয়া পলানো
পলানোর বড্ড,পলানো বড্ড
বড্ড লিখাইল,বড্ড লেখা
লিখাইল একটুই,লেখা একটু
একটুই আমায়,একটু আমার
আমায় সদ্য,আমার সদ্য
সদ্য বিতর্কের,সদ্য বিতর্ক
বিতর্কের যাই,বিতর্ক যা
যাই চড়ুইকে,যা চড়ুই
চড়ুইকে অপচেষ্টাকারীদের,চড়ুই অপচেষ্টা
অপচেষ্টাকারীদের কলহের,অপচেষ্টা কলহ
কলহের বিক্ষিপ্ত,কলহ বিক্ষিপ্ত
বিক্ষিপ্ত জামে,বিক্ষিপ্ত জাম
জামে ফসলই,জাম ফসল
ফসলই দুলের,ফসল দুল
দুলের পাশর,দুল পাশ
পাশর আস্বাদ,পাশ আস্বাদ
আস্বাদ অক্ষয়,আস্বাদ অক্ষয়
অক্ষয় উপত্যকা,অক্ষয় উপত্যকা
উপত্যকা আশ্বাসদাতা,উপত্যকা আশ্বাস
আশ্বাসদাতা বারান্দায়,আশ্বাস বারান্দা
বারান্দায় মরিতে,বারান্দা মরা
মরিতে অপরিহার্যতার,মরা অপরিহার্য
অপরিহার্যতার শিক্ষকদের,অপরিহার্য শিক্ষক
শিক্ষকদের ভাগাভাগি,শিক্ষক ভাগ
ভাগাভাগি একতায়,ভাগ একতা
একতায় রম্বসটি,একতা রম্বস
রম্বসটি এলাচের,রম্বস এলাচ
এলাচের উচ্চক্ষমতার,এলাচ উচ্চ
উচ্চক্ষমতার গবেষণাই,উচ্চ গবেষণা
গবেষণাই পাশবিকতা,গবেষণা পাশবিক
পাশবিকতা দুশো,পাশবিক দুশো
দুশো প্রতিষ্ঠার,দুশো প্রতিষ্ঠা
প্রতিষ্ঠার অন্তরীক্ষমণ্ডল,প্রতিষ্ঠা অন্তরীক্ষ
অন্তরীক্ষমণ্ডল গহীন,অন্তরীক্ষ গহীন
গহীন কণ্ঠস্বরও,গহীন কণ্ঠস্বর
কণ্ঠস্বরও কেন,কণ্ঠস্বর কেন
কেন ট্রায়াল,কেন ট্রায়াল
ট্রায়াল যোগাচ্ছ,ট্রায়াল যোগান
যোগাচ্ছ পণ্ডিতমহাশয়,যোগান পণ্ডিতমহাশয়
পণ্ডিতমহাশয় পাপীদের,পণ্ডিতমহাশয় পাপী
পাপীদের ডাক্তারকে,পাপী ডাক্তার
ডাক্তারকে আত্মসাৎকারী,ডাক্তার আত্মসাৎ
আত্মসাৎকারী ওঠে,আত্মসাৎ ওঠা
ওঠে জামরুলে,ওঠা জামরুল
জামরুলে বিরতিতেই,জামরুল বিরতি
বিরতিতেই ছড়াটিকে,বিরতি ছড়া
ছড়াটিকে পাত্রপক্ষকে,ছড়া পাত্র
পাত্রপক্ষকে অঙ্গনকে,পাত্র অঙ্গন
অঙ্গনকে পরতে,অঙ্গন পরা
পরতে ঘটকই,পরা ঘটক
ঘটকই ওপরকে,ঘটক ওপর
ওপরকে বাতাসে,ওপর বাতাস
বাতাসে আসিলাম,বাতাস আসা
আসিলাম গেছিস,আসা যাওয়া
গেছিস খাঁড়ক,যাওয়া খাঁড়
খাঁড়ক অমূল্যসম্ভার,খাঁড় অমূল্য
অমূল্যসম্ভার মেয়েদের,অমূল্য মেয়ে
মেয়েদের আটকাক,মেয়ে আটক
আটকাক সায়াহ্নে,আটক সায়াহ্ন
সায়াহ্নে ভাবিয়া,সায়াহ্ন ভাবা
ভাবিয়া ঘ্রানটা,ভাবা ঘ্রান
ঘ্রানটা দাঁতটা,ঘ্রান দাঁত
দাঁতটা মোটের,দাঁত মোট
মোটের মন্দকে,মোট মন্দ
মন্দকে দৌড়াইবে,মন্দ দৌড়
দৌড়াইবে অনুমানকে,দৌড় অনুমান
অনুমানকে অকপটতা,অনুমান অকপট
অকপটতা রকমই,অকপট রকম
রকমই কোনোক্রমে,রকম কোনোক্রমে
কোনোক্রমে পড়াচ্ছে,কোনোক্রমে পড়া
পড়াচ্ছে গালের,পড়া গাল
গালের উপকূলতীরবর্তী,গাল উপকূল
উপকূলতীরবর্তী পিশাচটা,উপকূল পিশাচ
পিশাচটা লুটতে,পিশাচ লুটা
লুটতে অবদানও,লুটা অবদান
অবদানও পাঠকরা,অবদান পাঠক
পাঠকরা ইহার,পাঠক ইহা
ইহার সহজেই,ইহা সহজ
সহজেই জাজিমকে,সহজ জাজিম
জাজিমকে সুকোমল,জাজিম সুকোমল
সুকোমল পদ্ধতিতেই,সুকোমল পদ্ধতি
পদ্ধতিতেই শিকড়ের,পদ্ধতি শিকড়
শিকড়ের তখনো,শিকড় তখন
তখনো সক্ষমতাবশত,তখন সক্ষম
সক্ষমতাবশত ট্রাকের,সক্ষম ট্রাক
ট্রাকের বিশ্ব,ট্রাক বিশ্ব
বিশ্ব আধিক্যও,বিশ্ব আধিক্য
আধিক্যও তারই,আধিক্য তা
তারই সমাজব্যবস্থার,তা সমাজব্যবস্থা
সমাজব্যবস্থার নিয়োগ,সমাজব্যবস্থা নিয়োগ
নিয়োগ শ্বেত,নিয়োগ শ্বেত
শ্বেত পেঁয়াজগুলোকে,শ্বেত পেঁয়াজ
পেঁয়াজগুলোকে শালাই,পেঁয়াজ শালা
শালাই লিখিলে,শালা লেখা
লিখিলে চরিত্রটা,লেখা চরিত্র
চরিত্রটা একটি,চরিত্র একটি
একটি শ্রোতারাই,একটি শ্রোতা
শ্রোতারাই করুক,শ্রোতা করা
করুক বহিষ্কারিত,করা বহিষ্কার
বহিষ্কারিত চিংড়িগুলো,বহিষ্কার চিংড়ি
চিংড়িগুলো অভেদতত্ত্বের,চিংড়ি অভেদ
অভেদতত্ত্বের জ্ঞানকোষ,অভেদ জ্ঞান
জ্ঞানকোষ অনুপস্থিতিও,জ্ঞান অনুপস্থিত
অনুপস্থিতিও কঠিনও,অনুপস্থিত কঠিন
কঠিনও কাচাতেন,কঠিন কাচা
কাচাতেন অবহেলাকারী,কাচা অবহেলা
অবহেলাকারী অবনমন,অবহেলা অবনমন
অবনমন উক্ত,অবনমন উক্ত
উক্ত দানে,উক্ত দান
দানে চোখই,দান চোখ
চোখই আদবকায়দা,চোখ আদব
আদবকায়দা দিকই,আদব দিক
দিকই নতির,দিক নতি
নতির বয়সপ্রাপ্ত,নতি বয়সপ্রাপ্ত
বয়সপ্রাপ্ত তুলায়,বয়সপ্রাপ্ত তুলা
তুলায় চতুরতা,তুলা চতুরতা
চতুরতা খেলোয়াড়কে,চতুরতা খেলোয়াড়
খেলোয়াড়কে সমাজকে,খেলোয়াড় সমাজ
সমাজকে অনুগতজনে,সমাজ অনুগত
অনুগতজনে কর্তৃপক্ষই,অনুগত কর্তৃপক্ষ
কর্তৃপক্ষই গতির,কর্তৃপক্ষ গতি
গতির স্বীকৃতিতে,গতি স্বীকৃত
স্বীকৃতিতে শুষ্ক,স্বীকৃত শুষ্ক
শুষ্ক অবয়বগত,শুষ্ক অবয়ব
অবয়বগত অমীমাংসার,অবয়ব অমীমাংসা
অমীমাংসার ধ্রুবব্রতার,অমীমাংসা ধ্রুবব্রত
ধ্রুবব্রতার কামারই,ধ্রুবব্রত কামার
কামারই উদ্ভিদকে,কামার উদ্ভিদ
উদ্ভিদকে বিদর্ভ,উদ্ভিদ বিদর্ভ
বিদর্ভ আঁতুড়ঘরে,বিদর্ভ আঁতুড়ঘর
আঁতুড়ঘরে গিরিপথে,আঁতুড়ঘর গিরিপথ
গিরিপথে দশমিকই,গিরিপথ দশমিক
দশমিকই মিষ্টি,দশমিক মিষ্টি
মিষ্টি রাজান্তঃপুরের,মিষ্টি রাজাঅন্তঃপুর
রাজান্তঃপুরের দাদাগিরির,রাজাঅন্তঃপুর দাদাগিরি
দাদাগিরির পোড়ানো,দাদাগিরি পোড়ানো
পোড়ানো উর্দুতে,পোড়ানো উর্দু
উর্দুতে নানিদের,উর্দু নানি
নানিদের উচ্চাশাই,নানি উচ্চাশা
উচ্চাশাই দেখুন,উচ্চাশা দেখা
দেখুন সহযোগের,দেখা সহযোগ
সহযোগের মায়াজালে,সহযোগ মায়াজাল
মায়াজালে ছাড়াইয়া,মায়াজাল ছাড়ানো
ছাড়াইয়া অবরোধকারীরা,ছাড়ানো অবরোধ
অবরোধকারীরা হৃদয়ের,অবরোধ হৃদয়
হৃদয়ের শুধুই,হৃদয় শুধু
শুধুই লিখেছিলি,শুধু লেখা
লিখেছিলি পিকেট,লেখা পিকেট
পিকেট আগ্নেয়াস্ত্রগুলো,পিকেট আগ্নেয়াস্ত্র
আগ্নেয়াস্ত্রগুলো কাঁকড়ার,আগ্নেয়াস্ত্র কাঁকড়া
কাঁকড়ার মিস্টু,কাঁকড়া মিস্টু
মিস্টু ঘাসের,মিস্টু ঘাস
ঘাসের অংশীদারত্বই,ঘাস অংশীদার
অংশীদারত্বই জৈবসার,অংশীদার জৈবসার
জৈবসার বিচিত্র,জৈবসার বিচিত্র
বিচিত্র যথাক্রম,বিচিত্র যথা
যথাক্রম গায়ক,যথা গায়ক
গায়ক বুঝস,গায়ক বুঝা
বুঝস দ্রুতগতির,বুঝা দ্রুতগতি
দ্রুতগতির লোক,দ্রুতগতি লোক
লোক কর্তৃত্ব,লোক কর্তৃত্ব
কর্তৃত্ব কাঙ্গালখানা,কর্তৃত্ব কাঙ্গাল
কাঙ্গালখানা চাঞ্চল্যটাই,কাঙ্গাল চাঞ্চল্য
চাঞ্চল্যটাই গাওয়া,চাঞ্চল্য গাওয়া
গাওয়া আত্মবলিদানে,গাওয়া আত্মবলি
আত্মবলিদানে খোপটি,আত্মবলি খোপ
খোপটি চঞ্চলই,খোপ চঞ্চল
চঞ্চলই অংশটিই,চঞ্চল অংশ
অংশটিই সমুচ্চ,অংশ সমুচ্চ
সমুচ্চ অকুণ্ঠভাবে,সমুচ্চ অকুণ্ঠ
অকুণ্ঠভাবে কাটবি,অকুণ্ঠ কাটা
কাটবি অভ্যন্তরীন,কাটা অভ্যন্তর
অভ্যন্তরীন যন্ত্রকৌশলের,অভ্যন্তর যন্ত্রকৌশল
যন্ত্রকৌশলের গ্রন্থবিলাসী,যন্ত্রকৌশল গ্রন্থবিলাসী
গ্রন্থবিলাসী গাইকাই,গ্রন্থবিলাসী গাইকা
গাইকাই ডাকই,গাইকা ডাক
ডাকই আমানতকারী,ডাক আমানত
আমানতকারী স্লোগান,আমানত স্লোগান
স্লোগান জন্যই,স্লোগান জন্য
জন্যই আবেদনটি,জন্য আবেদন
আবেদনটি আত্মদানকে,আবেদন আত্মদান
আত্মদানকে ছেমড়া,আত্মদান ছেমড়া
ছেমড়া অশান্তির,ছেমড়া শান্তি
অশান্তির খাইল,শান্তি খাওয়া
খাইল অবিচলতা,খাওয়া অবিচল
অবিচলতা কড়াইকে,অবিচল কড়াই
কড়াইকে চরিত্র,কড়াই চরিত্র
চরিত্র বহিয়া,চরিত্র বহন
বহিয়া ছেলেটা,বহন ছেলে
ছেলেটা অনুঘটনার,ছেলে অনুঘটক
অনুঘটনার আলগা,অনুঘটক আলগা
আলগা বাসটিতে,আলগা বাস
বাসটিতে নকুলটা,বাস নকুল
নকুলটা গীতিকবিতা,নকুল গীতিকবিতা
গীতিকবিতা অভিবাদনের,গীতিকবিতা অভিবাদন
অভিবাদনের সুরম্য,অভিবাদন সুরম্য
সুরম্য বিকাল,সুরম্য বিকাল
বিকাল অগ্রহায়ণকে,বিকাল অগ্রহায়ণ
অগ্রহায়ণকে ইজ্জতের,অগ্রহায়ণ ইজ্জত
ইজ্জতের অ্যালবাম,ইজ্জত অ্যালবাম
অ্যালবাম ছটফট,অ্যালবাম ছটফট
ছটফট দেখেছি,ছটফট দেখা
দেখেছি বিমলাদিদি,দেখা বিমলাদিদি
বিমলাদিদি নকুলদের,বিমলাদিদি নকুল
নকুলদের অপ্রতুলতাই,নকুল অপ্রতুল
অপ্রতুলতাই পাপীর,অপ্রতুল পাপ
পাপীর ভূখণ্ডে,পাপ ভূখণ্ড
ভূখণ্ডে ঘূর্ণিঝড়ও,ভূখণ্ড ঘূর্ণিঝড়
ঘূর্ণিঝড়ও উদ্ভাস,ঘূর্ণিঝড় উদ্ভাস
উদ্ভাস আলসারে,উদ্ভাস আলসার
আলসারে অর্ধসিক্ত,আলসার অর্ধসিক্ত
অর্ধসিক্ত যামে,অর্ধসিক্ত যাম
যামে খুকুরে,যাম খুকু
খুকুরে অবলোকনের,খুকু অবলোকন
অবলোকনের দূরেরই,অবলোকন দূরে
দূরেরই উপভোগকে,দূরে উপভোগ
উপভোগকে অনুকরণেই,উপভোগ অনুকরণ
অনুকরণেই জগটা,অনুকরণ জগ
জগটা খাওগে,জগ খাওয়া
খাওগে নাচি,খাওয়া নাচ
নাচি অম্লনাশক,নাচ অম্ল
অম্লনাশক যোগাত,অম্ল যোগান
যোগাত করিয়াছিলেন,যোগান করা
করিয়াছিলেন অবক্ষয়কে,করা অবক্ষয়
অবক্ষয়কে বাদলার,অবক্ষয় বাদল
বাদলার একতালের,বাদল একতাল
একতালের কাদাখোঁচা,একতাল কাদাখোঁচা
কাদাখোঁচা প্রদীপের,কাদাখোঁচা প্রদীপ
প্রদীপের ভাতে,প্রদীপ ভাত
ভাতে শিমটায়,ভাত শিম
শিমটায় কিয়ামত,শিম কিয়ামত
কিয়ামত আহ্বানও,কিয়ামত আহ্বান
আহ্বানও গোপীবৃন্দের,আহ্বান গোপীবৃন্দ
গোপীবৃন্দের চকের,গোপীবৃন্দ চক
চকের কাঁদলুম,চক কাঁদা
কাঁদলুম মঞ্চকে,কাঁদা মঞ্চ
মঞ্চকে জড়িত,মঞ্চ জড়ানো
জড়িত বাগটা,জড়ানো বাগ
বাগটা দুয়ারটি,বাগ দুয়ার
দুয়ারটি সযত্নে,দুয়ার যত্ন
সযত্নে উপজাতিদের,যত্ন উপজাতি
উপজাতিদের লজ্জত,উপজাতি লজ্জা
